,Proto-Germanic Root,Danish Word,English Word,Proto-Germanic URL,Danish URL,English URL
33,*bakaną,bage,bake,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bakan%C4%85,https://en.wiktionary.org/wiki/bage,https://en.wiktionary.org/wiki/bake
34,*bakārijaz,bager,baker,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bak%C4%81rijaz,https://en.wiktionary.org/wiki/bager,https://en.wiktionary.org/wiki/baker
35,*bannaną,bande,abandon,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bannan%C4%85,https://en.wiktionary.org/wiki/bande,https://en.wiktionary.org/wiki/abandon
36,*bannaną,bande,ban,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bannan%C4%85,https://en.wiktionary.org/wiki/bande,https://en.wiktionary.org/wiki/ban
37,*bannaną,bande,banal,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bannan%C4%85,https://en.wiktionary.org/wiki/bande,https://en.wiktionary.org/wiki/banal
38,*bannaną,bande,banish,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bannan%C4%85,https://en.wiktionary.org/wiki/bande,https://en.wiktionary.org/wiki/banish
39,*bazaz,bar,bare,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bazaz,https://en.wiktionary.org/wiki/bar,https://en.wiktionary.org/wiki/bare
40,*bazaz,bar,barren,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bazaz,https://en.wiktionary.org/wiki/bar,https://en.wiktionary.org/wiki/barren
41,*barną,barn,bairn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/barn%C4%85,https://en.wiktionary.org/wiki/barn,https://en.wiktionary.org/wiki/bairn
42,*bi-,be-,be-,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/be-,https://en.wiktionary.org/wiki/be-
43,*bi-,be-,bebay,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/be-,https://en.wiktionary.org/wiki/bebay
44,*bi-,be-,beclip,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/be-,https://en.wiktionary.org/wiki/beclip
45,*bi-,be-,befile,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/be-,https://en.wiktionary.org/wiki/befile
46,*bi-,be-,between,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/be-,https://en.wiktionary.org/wiki/between
47,*bi-,be-,bework,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/be-,https://en.wiktionary.org/wiki/bework
48,*bi-,be-,defile,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/be-,https://en.wiktionary.org/wiki/defile
49,*badją,bed,bed,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/badj%C4%85,https://en.wiktionary.org/wiki/bed,https://en.wiktionary.org/wiki/bed
50,*bidjaną,bede,bid,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bidjan%C4%85,https://en.wiktionary.org/wiki/bede,https://en.wiktionary.org/wiki/bid
51,*dreuganą,bedrage,dree,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dreugan%C4%85,https://en.wiktionary.org/wiki/bedrage,https://en.wiktionary.org/wiki/dree
52,*drōbijaną,bedrøve,dreve,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dr%C5%8Dbijan%C4%85,https://en.wiktionary.org/wiki/bedr%C3%B8ve,https://en.wiktionary.org/wiki/dreve
53,*diurijaz,bedyre,dear,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/diurijaz,https://en.wiktionary.org/wiki/bedyre,https://en.wiktionary.org/wiki/dear
54,*bihaldaną,beholde,behold,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bihaldan%C4%85,https://en.wiktionary.org/wiki/beholde,https://en.wiktionary.org/wiki/behold
55,*bihōfą,behov,behoof,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bih%C5%8Df%C4%85,https://en.wiktionary.org/wiki/behov,https://en.wiktionary.org/wiki/behoof
56,*bihōfą,behøve,behoof,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bih%C5%8Df%C4%85,https://en.wiktionary.org/wiki/beh%C3%B8ve,https://en.wiktionary.org/wiki/behoof
57,*bainą,ben,been,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bain%C4%85,https://en.wiktionary.org/wiki/ben,https://en.wiktionary.org/wiki/been
58,*bistandaną,bestå,bestand,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bistandan%C4%85,https://en.wiktionary.org/wiki/best%C3%A5,https://en.wiktionary.org/wiki/bestand
59,*weganą,bevæge,weigh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/wegan%C4%85,https://en.wiktionary.org/wiki/bev%C3%A6ge,https://en.wiktionary.org/wiki/weigh
60,*bergaz,bjerg,barrow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bergaz,https://en.wiktionary.org/wiki/bjerg,https://en.wiktionary.org/wiki/barrow
61,*berganą,bjerge,bergh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bergan%C4%85,https://en.wiktionary.org/wiki/bjerge,https://en.wiktionary.org/wiki/bergh
62,*blandaną,blande,bland,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blandan%C4%85,https://en.wiktionary.org/wiki/blande,https://en.wiktionary.org/wiki/bland
63,*blandaną,blande,blend,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blandan%C4%85,https://en.wiktionary.org/wiki/blande,https://en.wiktionary.org/wiki/blend
64,*blaikaz,bleg,bleach,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blaikaz,https://en.wiktionary.org/wiki/bleg,https://en.wiktionary.org/wiki/bleach
65,*blindaz,blind,blind,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blindaz,https://en.wiktionary.org/wiki/blind,https://en.wiktionary.org/wiki/blind
66,*bilībaną,blive,belave,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bil%C4%ABban%C4%85,https://en.wiktionary.org/wiki/blive,https://en.wiktionary.org/wiki/belave
67,*bilībaną,blive,belive,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bil%C4%ABban%C4%85,https://en.wiktionary.org/wiki/blive,https://en.wiktionary.org/wiki/belive
68,*blōþą,blod,bless,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bl%C5%8D%C3%BE%C4%85,https://en.wiktionary.org/wiki/blod,https://en.wiktionary.org/wiki/bless
69,*blōmô,blomme,bloom,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bl%C5%8Dm%C3%B4,https://en.wiktionary.org/wiki/blomme,https://en.wiktionary.org/wiki/bloom
70,*bōks,bog,book,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C5%8Dks,https://en.wiktionary.org/wiki/bog,https://en.wiktionary.org/wiki/book
71,*bōkastabaz,bogstav,bookstaff,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C5%8Dkastabaz,https://en.wiktionary.org/wiki/bogstav,https://en.wiktionary.org/wiki/bookstaff
72,*bōkastabaz,bogstav,bookstave,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C5%8Dkastabaz,https://en.wiktionary.org/wiki/bogstav,https://en.wiktionary.org/wiki/bookstave
73,*burdą,bord,board,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burd%C4%85,https://en.wiktionary.org/wiki/bord,https://en.wiktionary.org/wiki/board
74,*burgz,borg,burg,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/burg
75,*burgz,borg,Banbury,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/Banbury
76,*burgz,borg,bourgeois,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/bourgeois
77,*burgz,borg,broch,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/broch
78,*burgz,borg,burgessy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/burgessy
79,*burgz,borg,burgh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/burgh
80,*burgz,borg,burgher,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/burgher
81,*burgz,borg,burglar,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/burglar
82,*burgz,borg,burrow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/burrow
83,*burgz,borg,Edinburgh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burgz,https://en.wiktionary.org/wiki/borg,https://en.wiktionary.org/wiki/Edinburgh
84,*burgōną,borge,borrow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/burg%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/borge,https://en.wiktionary.org/wiki/borrow
85,*brēdô,brad,brawn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/br%C4%93d%C3%B4,https://en.wiktionary.org/wiki/brad,https://en.wiktionary.org/wiki/brawn
86,*brandaz,brand,brandish,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/brandaz,https://en.wiktionary.org/wiki/brand,https://en.wiktionary.org/wiki/brandish
87,*brandaz,brand,brant,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/brandaz,https://en.wiktionary.org/wiki/brand,https://en.wiktionary.org/wiki/brant
88,*brestaną,briste,burst,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/brestan%C4%85,https://en.wiktionary.org/wiki/briste,https://en.wiktionary.org/wiki/burst
89,*brestaną,briste,debris,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/brestan%C4%85,https://en.wiktionary.org/wiki/briste,https://en.wiktionary.org/wiki/debris
90,*brōþēr,broder,brother,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/br%C5%8D%C3%BE%C4%93r,https://en.wiktionary.org/wiki/broder,https://en.wiktionary.org/wiki/brother
91,*brōþēr,bror,brother,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/br%C5%8D%C3%BE%C4%93r,https://en.wiktionary.org/wiki/bror,https://en.wiktionary.org/wiki/brother
92,*brūdiz,brud,bride,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/br%C5%ABdiz,https://en.wiktionary.org/wiki/brud,https://en.wiktionary.org/wiki/bride
93,*brūdigumô,brudgom,bridegroom,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/br%C5%ABdigum%C3%B4,https://en.wiktionary.org/wiki/brudgom,https://en.wiktionary.org/wiki/bridegroom
94,*brūkaną,brug,brook,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/br%C5%ABkan%C4%85,https://en.wiktionary.org/wiki/brug,https://en.wiktionary.org/wiki/brook
95,*brūkaną,bruge,brook,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/br%C5%ABkan%C4%85,https://en.wiktionary.org/wiki/bruge,https://en.wiktionary.org/wiki/brook
96,*breustą,bryst,breast,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/breust%C4%85,https://en.wiktionary.org/wiki/bryst,https://en.wiktionary.org/wiki/breast
97,*brekaną,brække,break,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/brekan%C4%85,https://en.wiktionary.org/wiki/br%C3%A6kke,https://en.wiktionary.org/wiki/break
98,*brinnaną,brænde,burn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/brinnan%C4%85,https://en.wiktionary.org/wiki/br%C3%A6nde,https://en.wiktionary.org/wiki/burn
99,*bugô,bue,bow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bug%C3%B4,https://en.wiktionary.org/wiki/bue,https://en.wiktionary.org/wiki/bow
100,*būkaz,bug,bouk,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C5%ABkaz,https://en.wiktionary.org/wiki/bug,https://en.wiktionary.org/wiki/bouk
101,*būkaz,bug,bucket,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C5%ABkaz,https://en.wiktionary.org/wiki/bug,https://en.wiktionary.org/wiki/bucket
102,*būkaz,bug,trebuchet,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C5%ABkaz,https://en.wiktionary.org/wiki/bug,https://en.wiktionary.org/wiki/trebuchet
103,*buskaz,busk,ambuscade,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/buskaz,https://en.wiktionary.org/wiki/busk,https://en.wiktionary.org/wiki/ambuscade
104,*buskaz,busk,ambush,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/buskaz,https://en.wiktionary.org/wiki/busk,https://en.wiktionary.org/wiki/ambush
105,*buskaz,busk,boscage,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/buskaz,https://en.wiktionary.org/wiki/busk,https://en.wiktionary.org/wiki/boscage
106,*buskaz,busk,bosk,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/buskaz,https://en.wiktionary.org/wiki/busk,https://en.wiktionary.org/wiki/bosk
107,*buskaz,busk,bosket,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/buskaz,https://en.wiktionary.org/wiki/busk,https://en.wiktionary.org/wiki/bosket
108,*buskaz,busk,bosque,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/buskaz,https://en.wiktionary.org/wiki/busk,https://en.wiktionary.org/wiki/bosque
109,*buskaz,busk,bush,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/buskaz,https://en.wiktionary.org/wiki/busk,https://en.wiktionary.org/wiki/bush
110,*bai,både,both,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bai,https://en.wiktionary.org/wiki/b%C3%A5de,https://en.wiktionary.org/wiki/both
111,*bērō,båre,bier,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C4%93r%C5%8D,https://en.wiktionary.org/wiki/b%C3%A5re,https://en.wiktionary.org/wiki/bier
112,*balgiz,bælg,bellows,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/balgiz,https://en.wiktionary.org/wiki/b%C3%A6lg,https://en.wiktionary.org/wiki/bellows
113,*balgiz,bælg,belly,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/balgiz,https://en.wiktionary.org/wiki/b%C3%A6lg,https://en.wiktionary.org/wiki/belly
114,*bankiz,bænk,bank,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bankiz,https://en.wiktionary.org/wiki/b%C3%A6nk,https://en.wiktionary.org/wiki/bank
115,*bankiz,bænk,bench,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bankiz,https://en.wiktionary.org/wiki/b%C3%A6nk,https://en.wiktionary.org/wiki/bench
116,*bankiz,bænk,bink,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bankiz,https://en.wiktionary.org/wiki/b%C3%A6nk,https://en.wiktionary.org/wiki/bink
117,*bibāną,bæve,bever,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bib%C4%81n%C4%85,https://en.wiktionary.org/wiki/b%C3%A6ve,https://en.wiktionary.org/wiki/bever
118,*bibāną,bæve,bive,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bib%C4%81n%C4%85,https://en.wiktionary.org/wiki/b%C3%A6ve,https://en.wiktionary.org/wiki/bive
119,*bulgijō,bølge,billow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bulgij%C5%8D,https://en.wiktionary.org/wiki/b%C3%B8lge,https://en.wiktionary.org/wiki/billow
120,*baunō,bønne,bean,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/baun%C5%8D,https://en.wiktionary.org/wiki/b%C3%B8nne,https://en.wiktionary.org/wiki/bean
121,*buhsuz,bøsse,box,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/buhsuz,https://en.wiktionary.org/wiki/b%C3%B8sse,https://en.wiktionary.org/wiki/box
122,*dagaz,dag,day,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dagaz,https://en.wiktionary.org/wiki/dag,https://en.wiktionary.org/wiki/day
123,*duhtēr,datter,daughter,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/duht%C4%93r,https://en.wiktionary.org/wiki/datter,https://en.wiktionary.org/wiki/daughter
124,*daigaz,dej,dough,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/daigaz,https://en.wiktionary.org/wiki/dej,https://en.wiktionary.org/wiki/dough
125,*dailą,del,dole,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dail%C4%85,https://en.wiktionary.org/wiki/del,https://en.wiktionary.org/wiki/dole
126,*sa,den,the,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/sa,https://en.wiktionary.org/wiki/den,https://en.wiktionary.org/wiki/the
127,*sa,den,these,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/sa,https://en.wiktionary.org/wiki/den,https://en.wiktionary.org/wiki/these
128,*þar,der,there,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEar,https://en.wiktionary.org/wiki/der,https://en.wiktionary.org/wiki/there
129,Proto-Indo-European,die,feisty,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/die,https://en.wiktionary.org/wiki/feisty
130,Proto-Indo-European,die,Malmö,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/die,https://en.wiktionary.org/wiki/Malm%C3%B6
131,Proto-Indo-European,die,yawl,https://en.wiktionary.orghttps://en.wikipedia.org/wiki/Proto-Indo-European_language,https://en.wiktionary.org/wiki/die,https://en.wiktionary.org/wiki/yawl
132,*þīnaz,din,thine,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BE%C4%ABnaz,https://en.wiktionary.org/wiki/din,https://en.wiktionary.org/wiki/thine
133,*þauh,dog,though,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEauh,https://en.wiktionary.org/wiki/dog,https://en.wiktionary.org/wiki/though
134,*dōmaz,dom,doom,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/d%C5%8Dmaz,https://en.wiktionary.org/wiki/dom,https://en.wiktionary.org/wiki/doom
135,*þrēaną,dreje,dreidel,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEr%C4%93an%C4%85,https://en.wiktionary.org/wiki/dreje,https://en.wiktionary.org/wiki/dreidel
136,*þrēaną,dreje,throw,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BEr%C4%93an%C4%85,https://en.wiktionary.org/wiki/dreje,https://en.wiktionary.org/wiki/throw
137,*driftiz,drift,drift,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/driftiz,https://en.wiktionary.org/wiki/drift,https://en.wiktionary.org/wiki/drift
138,*drinkaną,drikke,drink,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/drinkan%C4%85,https://en.wiktionary.org/wiki/drikke,https://en.wiktionary.org/wiki/drink
139,*drībaną,drive,drive,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dr%C4%ABban%C4%85,https://en.wiktionary.org/wiki/drive,https://en.wiktionary.org/wiki/drive
140,*druhtinaz,drot,drighten,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/druhtinaz,https://en.wiktionary.org/wiki/drot,https://en.wiktionary.org/wiki/drighten
141,*draumaz,drøm,dream,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/draumaz,https://en.wiktionary.org/wiki/dr%C3%B8m,https://en.wiktionary.org/wiki/dream
142,*þū,du,thou,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/%C3%BE%C5%AB,https://en.wiktionary.org/wiki/du,https://en.wiktionary.org/wiki/thou
143,*dūbǭ,due,dove,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/d%C5%ABb%C7%AD,https://en.wiktionary.org/wiki/due,https://en.wiktionary.org/wiki/dove
144,*dumbaz,dum,dumb,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dumbaz,https://en.wiktionary.org/wiki/dum,https://en.wiktionary.org/wiki/dumb
145,*dwergaz,dværg,dwarf,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/dwergaz,https://en.wiktionary.org/wiki/dv%C3%A6rg,https://en.wiktionary.org/wiki/dwarf
