,PIE Root,Persian Word,English Word,PIE URL,Persian URL,English URL
44,*sem-,اندام,some,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/sem-,https://en.wiktionary.org/wiki/%D8%A7%D9%86%D8%AF%D8%A7%D9%85,https://en.wiktionary.org/wiki/some
45,*h₁énteros,اندر,intro,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81%C3%A9nteros,https://en.wiktionary.org/wiki/%D8%A7%D9%86%D8%AF%D8%B1,https://en.wiktionary.org/wiki/intro
46,*h₁énteros,اندر,introduce,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81%C3%A9nteros,https://en.wiktionary.org/wiki/%D8%A7%D9%86%D8%AF%D8%B1,https://en.wiktionary.org/wiki/introduce
47,*weh₂t-,انفست,Odin,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/weh%E2%82%82t-,https://en.wiktionary.org/wiki/%D8%A7%D9%86%D9%81%D8%B3%D8%AA,https://en.wiktionary.org/wiki/Odin
48,*h₂eng-,انگشت,angle,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82eng-,https://en.wiktionary.org/wiki/%D8%A7%D9%86%DA%AF%D8%B4%D8%AA,https://en.wiktionary.org/wiki/angle
49,*h₂ewg-,اوج,august,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82ewg-,https://en.wiktionary.org/wiki/%D8%A7%D9%88%D8%AC,https://en.wiktionary.org/wiki/august
50,*h₂ewg-,اوج,ean,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82ewg-,https://en.wiktionary.org/wiki/%D8%A7%D9%88%D8%AC,https://en.wiktionary.org/wiki/ean
51,*h₂ewg-,اوج,eke,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82ewg-,https://en.wiktionary.org/wiki/%D8%A7%D9%88%D8%AC,https://en.wiktionary.org/wiki/eke
52,*steh₂-,ایستادن,arrest,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/steh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/arrest
53,*steh₂-,ایستادن,staddle,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/steh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/staddle
54,*steh₂-,ایستادن,stadium,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/steh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/stadium
55,*steh₂-,ایستادن,stalwart,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/steh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/stalwart
56,*steh₂-,ایستادن,stalworth,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/steh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/stalworth
57,*steh₂-,ایستادن,stance,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/steh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/stance
58,*steh₂-,ایستادن,stand,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/steh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/stand
59,*steh₂-,ایستادن,stow,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/steh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A7%DB%8C%D8%B3%D8%AA%D8%A7%D8%AF%D9%86,https://en.wiktionary.org/wiki/stow
60,*bʰelǵʰ-,بالش,belly,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0el%C7%B5%CA%B0-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%D9%84%D8%B4,https://en.wiktionary.org/wiki/belly
61,*bʰelǵʰ-,بالش,budget,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0el%C7%B5%CA%B0-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%D9%84%D8%B4,https://en.wiktionary.org/wiki/budget
62,*bʰelǵʰ-,بالش,foolhardy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0el%C7%B5%CA%B0-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%D9%84%D8%B4,https://en.wiktionary.org/wiki/foolhardy
63,*peh₂-,بان,feed,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/peh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%D9%86,https://en.wiktionary.org/wiki/feed
64,*peh₂-,بان,fodder,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/peh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%D9%86,https://en.wiktionary.org/wiki/fodder
65,*peh₂-,بان,food,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/peh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%D9%86,https://en.wiktionary.org/wiki/food
66,*peh₂-,بان,pandemic,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/peh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%D9%86,https://en.wiktionary.org/wiki/pandemic
67,*peh₂-,بان,wallah,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/peh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%D9%86,https://en.wiktionary.org/wiki/wallah
68,*bʰeyh₂-,باک,bein,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0eyh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%DA%A9,https://en.wiktionary.org/wiki/bein
69,*bʰeyh₂-,باک,bone,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0eyh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%D8%A7%DA%A9,https://en.wiktionary.org/wiki/bone
70,*bʰréh₂tēr,برادر,brother,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0r%C3%A9h%E2%82%82t%C4%93r,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D8%A7%D8%AF%D8%B1,https://en.wiktionary.org/wiki/brother
71,*bʰréh₂tēr,برادر,friar,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0r%C3%A9h%E2%82%82t%C4%93r,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D8%A7%D8%AF%D8%B1,https://en.wiktionary.org/wiki/friar
72,*wer-,برم,aware,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/aware
73,*wer-,برم,forwarn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/forwarn
74,*wer-,برم,garnish,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/garnish
75,*wer-,برم,guaranty,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/guaranty
76,*wer-,برم,-orama,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/-orama
77,*wer-,برم,-rama,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/-rama
78,*wer-,برم,reward,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/reward
79,*wer-,برم,varenyky,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/varenyky
80,*wer-,برم,ware,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/ware
81,*wer-,برم,wargus,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/wargus
82,*wer-,برم,warkand,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/warkand
83,*wer-,برم,warn,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/warn
84,*wer-,برم,warry,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/warry
85,*wer-,برم,weir,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wer-,https://en.wiktionary.org/wiki/%D8%A8%D8%B1%D9%85,https://en.wiktionary.org/wiki/weir
86,*bʰérǵʰonts,بلند,Bragança,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0%C3%A9r%C7%B5%CA%B0onts,https://en.wiktionary.org/wiki/%D8%A8%D9%84%D9%86%D8%AF,https://en.wiktionary.org/wiki/Bragan%C3%A7a
87,*bʰérǵʰonts,بلند,Brigantia,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0%C3%A9r%C7%B5%CA%B0onts,https://en.wiktionary.org/wiki/%D8%A8%D9%84%D9%86%D8%AF,https://en.wiktionary.org/wiki/Brigantia
88,*bʰérǵʰonts,بلند,Burgundy,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0%C3%A9r%C7%B5%CA%B0onts,https://en.wiktionary.org/wiki/%D8%A8%D9%84%D9%86%D8%AF,https://en.wiktionary.org/wiki/Burgundy
89,*h₁wésus,به,Visigoth,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81w%C3%A9sus,https://en.wiktionary.org/wiki/%D8%A8%D9%87,https://en.wiktionary.org/wiki/Visigoth
90,*bew-,بوزه,pick,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/bew-,https://en.wiktionary.org/wiki/%D8%A8%D9%88%D8%B2%D9%87,https://en.wiktionary.org/wiki/pick
91,*bew-,بوزه,pock,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/bew-,https://en.wiktionary.org/wiki/%D8%A8%D9%88%D8%B2%D9%87,https://en.wiktionary.org/wiki/pock
92,*bew-,بوزه,pocket,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/bew-,https://en.wiktionary.org/wiki/%D8%A8%D9%88%D8%B2%D9%87,https://en.wiktionary.org/wiki/pocket
93,*bew-,بوزه,pose,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/bew-,https://en.wiktionary.org/wiki/%D8%A8%D9%88%D8%B2%D9%87,https://en.wiktionary.org/wiki/pose
94,*bew-,بوزه,puke,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/bew-,https://en.wiktionary.org/wiki/%D8%A8%D9%88%D8%B2%D9%87,https://en.wiktionary.org/wiki/puke
95,*médʰyos,بیشه,median,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/m%C3%A9d%CA%B0yos,https://en.wiktionary.org/wiki/%D8%A8%DB%8C%D8%B4%D9%87,https://en.wiktionary.org/wiki/median
96,*médʰyos,بیشه,mid,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/m%C3%A9d%CA%B0yos,https://en.wiktionary.org/wiki/%D8%A8%DB%8C%D8%B4%D9%87,https://en.wiktionary.org/wiki/mid
97,*bʰeyh₂-,بیم,bein,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0eyh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%DB%8C%D9%85,https://en.wiktionary.org/wiki/bein
98,*bʰeyh₂-,بیم,bone,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/b%CA%B0eyh%E2%82%82-,https://en.wiktionary.org/wiki/%D8%A8%DB%8C%D9%85,https://en.wiktionary.org/wiki/bone
99,*wemh₁-,بیمار,vomit,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wemh%E2%82%81-,https://en.wiktionary.org/wiki/%D8%A8%DB%8C%D9%85%D8%A7%D8%B1,https://en.wiktionary.org/wiki/vomit
100,*wemh₁-,بیمار,wem,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wemh%E2%82%81-,https://en.wiktionary.org/wiki/%D8%A8%DB%8C%D9%85%D8%A7%D8%B1,https://en.wiktionary.org/wiki/wem
101,*wedʰ-,بیو,wage,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wed%CA%B0-,https://en.wiktionary.org/wiki/%D8%A8%DB%8C%D9%88,https://en.wiktionary.org/wiki/wage
102,*wedʰ-,بیو,wed,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/wed%CA%B0-,https://en.wiktionary.org/wiki/%D8%A8%DB%8C%D9%88,https://en.wiktionary.org/wiki/wed
103,*(s)teg-,تاج,staccato,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/(s)teg-,https://en.wiktionary.org/wiki/%D8%AA%D8%A7%D8%AC,https://en.wiktionary.org/wiki/staccato
104,*(s)teg-,تاج,thatch,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/(s)teg-,https://en.wiktionary.org/wiki/%D8%AA%D8%A7%D8%AC,https://en.wiktionary.org/wiki/thatch
105,*temH-,تار,abstemious,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/temH-,https://en.wiktionary.org/wiki/%D8%AA%D8%A7%D8%B1,https://en.wiktionary.org/wiki/abstemious
106,*tewk-,تخم,thigh,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/tewk-,https://en.wiktionary.org/wiki/%D8%AA%D8%AE%D9%85,https://en.wiktionary.org/wiki/thigh
107,*ters-,تشنه,detergent,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/ters-,https://en.wiktionary.org/wiki/%D8%AA%D8%B4%D9%86%D9%87,https://en.wiktionary.org/wiki/detergent
108,*ters-,تشنه,thirst,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/ters-,https://en.wiktionary.org/wiki/%D8%AA%D8%B4%D9%86%D9%87,https://en.wiktionary.org/wiki/thirst
109,*ters-,تشنه,Tyrol,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/ters-,https://en.wiktionary.org/wiki/%D8%AA%D8%B4%D9%86%D9%87,https://en.wiktionary.org/wiki/Tyrol
110,*túh₂,تو,T-form,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/t%C3%BAh%E2%82%82,https://en.wiktionary.org/wiki/%D8%AA%D9%88,https://en.wiktionary.org/wiki/T-form
111,*túh₂,تو,thou,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/t%C3%BAh%E2%82%82,https://en.wiktionary.org/wiki/%D8%AA%D9%88,https://en.wiktionary.org/wiki/thou
112,*h₂enh₁-,جان,anima,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82enh%E2%82%81-,https://en.wiktionary.org/wiki/%D8%AC%D8%A7%D9%86,https://en.wiktionary.org/wiki/anima
113,*h₂enh₁-,جان,onde,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%82enh%E2%82%81-,https://en.wiktionary.org/wiki/%D8%AC%D8%A7%D9%86,https://en.wiktionary.org/wiki/onde
114,*h₁ey-,جن,eid,https://en.wiktionary.org/wiki/Reconstruction:Proto-Indo-European/h%E2%82%81ey-,https://en.wiktionary.org/wiki/%D8%AC%D9%86,https://en.wiktionary.org/wiki/eid
