,Proto-Germanic Root,English Word,German Word,Proto-Germanic URL,English URL,German URL
106,*bigrabaną,begrave,begraben,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bigraban%C4%85,https://en.wiktionary.org/wiki/begrave,https://en.wiktionary.org/wiki/begraben
107,*bi,behest,bei,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi,https://en.wiktionary.org/wiki/behest,https://en.wiktionary.org/wiki/bei
108,*bihōfą,behoof,Behuf,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bih%C5%8Df%C4%85,https://en.wiktionary.org/wiki/behoof,https://en.wiktionary.org/wiki/Behuf
109,*bilībaną,belave,bleiben,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bil%C4%ABban%C4%85,https://en.wiktionary.org/wiki/belave,https://en.wiktionary.org/wiki/bleiben
110,*galaubijaną,believe,glauben,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/galaubijan%C4%85,https://en.wiktionary.org/wiki/believe,https://en.wiktionary.org/wiki/glauben
111,*bilībaną,belive,bleiben,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bil%C4%ABban%C4%85,https://en.wiktionary.org/wiki/belive,https://en.wiktionary.org/wiki/bleiben
112,*balgiz,bellows,Balg,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/balgiz,https://en.wiktionary.org/wiki/bellows,https://en.wiktionary.org/wiki/Balg
113,*balgiz,belly,Balg,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/balgiz,https://en.wiktionary.org/wiki/belly,https://en.wiktionary.org/wiki/Balg
114,*bankiz,bench,Bank,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bankiz,https://en.wiktionary.org/wiki/bench,https://en.wiktionary.org/wiki/Bank
115,*binemaną,benim,benehmen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bineman%C4%85,https://en.wiktionary.org/wiki/benim,https://en.wiktionary.org/wiki/benehmen
116,*biraubōną,bereave,berauben,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/biraub%C5%8Dn%C4%85,https://en.wiktionary.org/wiki/bereave,https://en.wiktionary.org/wiki/berauben
117,*berô,Berengar,Bär,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/ber%C3%B4,https://en.wiktionary.org/wiki/Berengar,https://en.wiktionary.org/wiki/B%C3%A4r
118,*berganą,bergh,bergen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bergan%C4%85,https://en.wiktionary.org/wiki/bergh,https://en.wiktionary.org/wiki/bergen
119,*bistandaną,bestand,bestehen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bistandan%C4%85,https://en.wiktionary.org/wiki/bestand,https://en.wiktionary.org/wiki/bestehen
120,*biþankijaną,bethink,bedenken,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi%C3%BEankijan%C4%85,https://en.wiktionary.org/wiki/bethink,https://en.wiktionary.org/wiki/bedenken
121,*bi-,between,be-,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/between,https://en.wiktionary.org/wiki/be-
122,*bi-,between,binnen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/between,https://en.wiktionary.org/wiki/binnen
123,*bibāną,bever,beben,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bib%C4%81n%C4%85,https://en.wiktionary.org/wiki/bever,https://en.wiktionary.org/wiki/beben
124,*bi-,bework,be-,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/bework,https://en.wiktionary.org/wiki/be-
125,*bi-,bework,binnen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bi-,https://en.wiktionary.org/wiki/bework,https://en.wiktionary.org/wiki/binnen
126,*bidjaną,bid,bitten,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bidjan%C4%85,https://en.wiktionary.org/wiki/bid,https://en.wiktionary.org/wiki/bitten
127,*būlǭ,bile,Beule,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C5%ABl%C7%AD,https://en.wiktionary.org/wiki/bile,https://en.wiktionary.org/wiki/Beule
128,*bindaną,bind,binden,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bindan%C4%85,https://en.wiktionary.org/wiki/bind,https://en.wiktionary.org/wiki/binden
129,*bankiz,bink,Bank,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bankiz,https://en.wiktionary.org/wiki/bink,https://en.wiktionary.org/wiki/Bank
130,*birkijǭ,birch,Birke,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/birkij%C7%AD,https://en.wiktionary.org/wiki/birch,https://en.wiktionary.org/wiki/Birke
131,*wisundaz,bison,Bison,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/wisundaz,https://en.wiktionary.org/wiki/bison,https://en.wiktionary.org/wiki/Bison
132,*wisundaz,bison,Wisent,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/wisundaz,https://en.wiktionary.org/wiki/bison,https://en.wiktionary.org/wiki/Wisent
133,*bītaną,bite,beißen,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/b%C4%ABtan%C4%85,https://en.wiktionary.org/wiki/bite,https://en.wiktionary.org/wiki/bei%C3%9Fen
134,*bitiz,bitts,Biss,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bitiz,https://en.wiktionary.org/wiki/bitts,https://en.wiktionary.org/wiki/Biss
135,*bibāną,bive,beben,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bib%C4%81n%C4%85,https://en.wiktionary.org/wiki/bive,https://en.wiktionary.org/wiki/beben
136,*bladą,blade,Blatt,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blad%C4%85,https://en.wiktionary.org/wiki/blade,https://en.wiktionary.org/wiki/Blatt
137,*blankaz,blanch,blank,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blankaz,https://en.wiktionary.org/wiki/blanch,https://en.wiktionary.org/wiki/blank
138,*blankaz,blank,blank,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blankaz,https://en.wiktionary.org/wiki/blank,https://en.wiktionary.org/wiki/blank
139,*blankaz,blanquette,blank,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blankaz,https://en.wiktionary.org/wiki/blanquette,https://en.wiktionary.org/wiki/blank
140,*blaikaz,bleach,bleich,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blaikaz,https://en.wiktionary.org/wiki/bleach,https://en.wiktionary.org/wiki/bleich
141,*blaikaz,bleach,Blitz,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blaikaz,https://en.wiktionary.org/wiki/bleach,https://en.wiktionary.org/wiki/Blitz
142,*blōþą,bless,Blut,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bl%C5%8D%C3%BE%C4%85,https://en.wiktionary.org/wiki/bless,https://en.wiktionary.org/wiki/Blut
143,*blindaz,blind,blind,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/blindaz,https://en.wiktionary.org/wiki/blind,https://en.wiktionary.org/wiki/blind
144,*blōþaraudaz,blood-red,blutrot,https://en.wiktionary.org/wiki/Reconstruction:Proto-Germanic/bl%C5%8D%C3%BEaraudaz,https://en.wiktionary.org/wiki/blood-red,https://en.wiktionary.org/wiki/blutrot
